11	3
-271.756	0.248345	-0.000312725
-274.482	0.211606	-0.000261965
-276.839	0.167513	-0.000201919
-279.0	0.116202	-0.000131535
-280.297	0.0503665	-4.14701e-05
-282.423	-0.0169991	4.83339e-05
-284.226	-0.0980867	0.000160883
-286.207	-0.186066	0.000280278
-288.917	-0.277162	0.000405065
-292.112	-0.374178	0.000535737
-294.099	-0.484036	0.0006838
