11	3
-242.989	0.894039	-0.00118232
-251.072	0.837681	-0.00110884
-258.698	0.745227	-0.000985641
-265.652	0.60235	-0.000794974
-268.296	0.386575	-0.000511066
-269.407	0.112397	-0.000147795
-269.063	-0.182338	0.000241695
-270.965	-0.450911	0.000598668
-274.588	-0.656424	0.000869289
-282.745	-0.785717	0.00104214
-291.433	-0.870967	0.00115734
